代號,名稱,所在村里,住址,座標住址,座標緯度,座標經度
660001700529,潭陽國小(2),臺中市潭子區潭陽里,臺中市潭子區潭陽里潭陽路19號,臺中市潭子區潭陽里11鄰潭陽路13號,24.212996,120.71113
660001700530,臺中市立潭子幼兒園,臺中市潭子區潭陽里,臺中市潭子區潭陽里中山路二段241巷1號,臺中市潭子區潭陽里22鄰中山路二段241巷3號,24.209768,120.704648
660001700531,潭子區長青館,臺中市潭子區潭陽里,臺中市潭子區潭陽里中山路二段237巷9號2樓(消防分隊旁),臺中市潭子區潭陽里21鄰中山路二段237巷9號,24.209799,120.703663
660001700532,福仁社區活動中心,臺中市潭子區福仁里,臺中市潭子區福仁里新興路一段231號,臺中市潭子區福仁里8鄰新興路一段231號,24.20292,120.709316
660001700533,僑忠國小(1),臺中市潭子區福仁里,臺中市潭子區福仁里中山路二段31號,臺中市潭子區福仁里17鄰中山路二段29號,24.201997,120.703611
660001700534,僑忠國小(2),臺中市潭子區福仁里,臺中市潭子區福仁里中山路二段31號,臺中市潭子區福仁里17鄰中山路二段29號,24.201997,120.703611
660001700535,家天下會議室,臺中市潭子區福仁里,臺中市潭子區福仁里合作街38巷18號,臺中市潭子區福仁里25鄰合作街38巷18號,24.204338,120.709077
660001700536,天寶彌勒佛院,臺中市潭子區福仁里,臺中市潭子區福仁里大新路52號,臺中市潭子區福仁里9鄰大新路52號,24.202564,120.707732
660001700537,得天宮,臺中市潭子區頭家里,臺中市潭子區頭家里得天街33號,臺中市潭子區頭家里4鄰得天街31號,24.195211,120.701104
660001700538,頭家里、頭家東里聯合活動中心,臺中市潭子區頭家里,臺中市潭子區頭家里精忠新城101號,臺中市潭子區頭家里12鄰得福街101號,24.194671,120.696451
660001700539,頭家國小,臺中市潭子區頭家里,臺中市潭子區頭家里得福街185號,臺中市潭子區頭家里15鄰得福街143號,24.195912,120.696267
660001700540,客西馬尼行道會,臺中市潭子區頭家東,臺中市潭子區頭家東大成街120巷18號,,0,0
660001700541,陳崑明宅,臺中市潭子區頭家東,臺中市潭子區頭家東中山路一段218號,,0,0
660001700542,擁抱家園會議室,臺中市潭子區家興里,臺中市潭子區家興里榮興街83巷10號,臺中市潭子區家興里11鄰榮興街83巷10號,24.189617,120.70136
660001700543,新中元年大樓C棟媽媽教室,臺中市潭子區家興里,臺中市潭子區家興里中山路一段7巷10號,臺中市潭子區家興里2鄰中山路一段7巷10號,24.188415,120.702292
660001700544,劉添益宅,臺中市潭子區家興里,臺中市潭子區家興里大通街93巷67弄5號,臺中市潭子區家興里16鄰大通街93巷67弄5號,24.189487,120.699993
660001700545,家福社區活動中心,臺中市潭子區家福里,臺中市潭子區家福里中山路一段101巷7號,臺中市潭子區家福里1鄰中山路一段101巷7號,24.193202,120.701927
660001700546,台中京城管理委員會,臺中市潭子區家福里,臺中市潭子區家福里頭張路一段117巷17弄21號,臺中市潭子區家福里10鄰頭張路一段117巷17弄21號,24.193594,120.699583
660001700547,潭子幼兒園潭陽分班,臺中市潭子區甘蔗里,臺中市潭子區潭陽里中山路2段237巷9號1樓(請由興華一路口進入),臺中市潭子區潭陽里21鄰中山路二段237巷9號,24.209799,120.703663
660001700548,甘蔗社區活動中心,臺中市潭子區甘蔗里,臺中市潭子區甘蔗里勝利路310號,臺中市潭子區甘蔗里18鄰勝利路310號,24.213616,120.700697
660001700549,雅潭地政事務所,臺中市潭子區甘蔗里,臺中市潭子區甘蔗里勝利路165號,臺中市潭子區甘蔗里25鄰勝利路165號,24.210644,120.700641
660001700550,愛恩堡幼兒園,臺中市潭子區甘蔗里,臺中市潭子區甘蔗里勝利五街41號,臺中市潭子區甘蔗里22鄰勝利五街41號,24.208704,120.700249
660001700551,潭子國小(課後照顧班),臺中市潭子區甘蔗里,臺中市潭子區潭秀里中山路2段435號(由興華一路後門入),臺中市潭子區潭秀里8鄰中山路二段435號,24.214519,120.704019
660001700552,東寶國小(105低碳教室),臺中市潭子區東寶里,臺中市潭子區東寶里雅潭路三段2號,臺中市潭子區東寶里8鄰雅潭路三段2號,24.216801,120.684273
660001700553,東寶社區活動中心,臺中市潭子區東寶里,臺中市潭子區東寶里昌平路三段492巷170弄21號,臺中市潭子區東寶里21鄰昌平路三段492巷170弄21號,24.20755,120.677867
660001700554,小叮噹幼兒園,臺中市潭子區東寶里,臺中市潭子區東寶里大富路一段48之1號,臺中市潭子區東寶里19鄰大富路一段48之1號,24.207197,120.681044
660001700555,得寶名邸會議室,臺中市潭子區東寶里,臺中市潭子區東寶里雅豐街76巷39號,臺中市潭子區東寶里2鄰雅豐街76巷39號,24.218041,120.694688
660001700556,陳銘森宅,臺中市潭子區東寶里,臺中市潭子區東寶里大豐路二段100巷15號,臺中市潭子區東寶里4鄰大豐路二段100巷15號,24.21842,120.692481
660001700557,農會東寶信用部,臺中市潭子區東寶里,臺中市潭子區東寶里雅潭路二段382號,臺中市潭子區東寶里7鄰雅潭路二段380號,24.216269,120.687547
660001700558,陳正雄宅,臺中市潭子區東寶里,臺中市潭子區東寶里大德一路84巷10號,臺中市潭子區東寶里23鄰大德一路82號,24.204434,120.67823
660001700559,大富社區活動中心,臺中市潭子區大富里,臺中市潭子區大富里民族路三段35號,臺中市潭子區大富里4鄰民族路三段31號,24.225202,120.68131
660001700560,大豐社區活動中心,臺中市潭子區大豐里,臺中市潭子區大豐里潭富路二段157巷5-1號,臺中市潭子區大豐里7鄰潭富路二段157巷5號,24.221968,120.695931
660001700561,張永清宅,臺中市潭子區大豐里,臺中市潭子區大豐里潭富一街68號,臺中市潭子區大豐里13鄰潭富一街68號,24.222737,120.692606
660001700562,力敏股份有限公司(辦公室),臺中市潭子區大豐里,臺中市潭子區大豐里潭富路二段217號,臺中市潭子區大豐里17鄰潭富路二段217號,24.224738,120.690718
660001700563,栗林社區活動中心,臺中市潭子區栗林里,臺中市潭子區栗林里祥和路128號,臺中市潭子區栗林里13鄰祥和路128之1號,24.230007,120.711041
660001700564,私立弘文中學會議室,臺中市潭子區栗林里,臺中市潭子區栗林里中山路三段221巷96號,臺中市潭子區栗林里11鄰中山路三段221巷96號,24.226389,120.704257
660001700565,栗林里集會所(守望相助隊部),臺中市潭子區栗林里,臺中市潭子區栗林里祥和路128-1號,臺中市潭子區栗林里13鄰祥和路128之1號,24.230007,120.711041
660001700566,嘉仁社區活動中心,臺中市潭子區嘉仁里,臺中市潭子區嘉仁里仁愛路二段44號,臺中市潭子區嘉仁里8鄰仁愛路二段44號,24.217331,120.713743
660001700567,嘉仁社區活動中心(守望相助隊部),臺中市潭子區嘉仁里,臺中市潭子區嘉仁里仁愛路二段44號,臺中市潭子區嘉仁里8鄰仁愛路二段44號,24.217331,120.713743
660001700568,新田社區活動中心,臺中市潭子區新田里,臺中市潭子區新田里豐興路二段412號,臺中市潭子區新田里3鄰豐興路二段412號,24.214528,120.724272
660001700569,新興國小(1甲),臺中市潭子區聚興里,臺中市潭子區聚興里潭興路一段25號,臺中市潭子區聚興里8鄰潭興路一段25號,24.203885,120.725508
660001700570,聚興社區活動中心,臺中市潭子區聚興里,臺中市潭子區聚興里潭興路一段24號,臺中市潭子區聚興里9鄰潭興路一段24號,24.205038,120.726438
660001800476,大雅國中(1),臺中市大雅區上雅里,臺中市大雅區大雅里學府路280號,臺中市大雅區大雅里20鄰學府路280號,24.224083,120.650447
660001800477,大雅國中(2),臺中市大雅區上雅里,臺中市大雅區大雅里學府路280號,臺中市大雅區大雅里20鄰學府路280號,24.224083,120.650447
660001800478,大雅國中(3),臺中市大雅區上雅里,臺中市大雅區大雅里學府路280號,臺中市大雅區大雅里20鄰學府路280號,24.224083,120.650447
660001800479,大雅國小(1),臺中市大雅區大雅里,臺中市大雅區二和里學府路230號,臺中市大雅區二和里14鄰學府路194號,24.221302,120.650103
660001800480,大雅國小(2),臺中市大雅區大雅里,臺中市大雅區二和里學府路230號,臺中市大雅區二和里14鄰學府路194號,24.221302,120.650103
660001800481,大雅國小(3),臺中市大雅區大雅里,臺中市大雅區二和里學府路230號,臺中市大雅區二和里14鄰學府路194號,24.221302,120.650103
660001800482,文雅國小(1),臺中市大雅區文雅里,臺中市大雅區文雅里中山北路235號,臺中市大雅區文雅里6鄰中山北路193號,24.218879,120.646721
660001800483,文雅國小(2),臺中市大雅區文雅里,臺中市大雅區文雅里中山北路235號,臺中市大雅區文雅里6鄰中山北路193號,24.218879,120.646721
660001800484,文雅國小(3),臺中市大雅區文雅里,臺中市大雅區文雅里中山北路235號,臺中市大雅區文雅里6鄰中山北路193號,24.218879,120.646721
660001800485,三和里集會所(建興宮樓下),臺中市大雅區三和里,臺中市大雅區三和里建興路192巷1號,臺中市大雅區三和里2鄰建興路192巷1號,24.218183,120.666808
660001800486,敬軍新村活動中心,臺中市大雅區三和里,臺中市大雅區三和里港尾路110號,臺中市大雅區三和里13鄰港尾路110之1號,24.213989,120.667355
660001800487,三和國小(1),臺中市大雅區三和里,臺中市大雅區三和里春亭二街1號,臺中市大雅區三和里1鄰春亭二街1號,24.219681,120.668241
660001800488,大雅國小(4),臺中市大雅區二和里,臺中市大雅區二和里學府路230號,臺中市大雅區二和里14鄰學府路194號,24.221302,120.650103
660001800489,大雅國小(5),臺中市大雅區二和里,臺中市大雅區二和里學府路230號,臺中市大雅區二和里14鄰學府路194號,24.221302,120.650103
660001800490,大雅國小(6),臺中市大雅區二和里,臺中市大雅區二和里學府路230號,臺中市大雅區二和里14鄰學府路194號,24.221302,120.650103
660001800491,大華國中(1),臺中市大雅區四德里,臺中市大雅區四德里雅環路一段2號,臺中市大雅區四德里10鄰雅環路一段2號,24.215997,120.651004
660001800492,大華國中(2),臺中市大雅區四德里,臺中市大雅區四德里雅環路一段2號,臺中市大雅區四德里10鄰雅環路一段2號,24.215997,120.651004
660001800493,大華國中(3),臺中市大雅區四德里,臺中市大雅區四德里雅環路一段2號,臺中市大雅區四德里10鄰雅環路一段2號,24.215997,120.651004
660001800494,三和國小(2),臺中市大雅區西寶里,臺中市大雅區三和里春亭二街1號,臺中市大雅區三和里1鄰春亭二街1號,24.219681,120.668241
660001800495,三和國小(3),臺中市大雅區西寶里,臺中市大雅區三和里春亭二街1號,臺中市大雅區三和里1鄰春亭二街1號,24.219681,120.668241
660001800496,三和國小(4),臺中市大雅區西寶里,臺中市大雅區三和里春亭二街1號,臺中市大雅區三和里1鄰春亭二街1號,24.219681,120.668241
660001800497,上楓國小(1),臺中市大雅區上楓里,臺中市大雅區上楓里楓林街232號,臺中市大雅區上楓里19鄰楓林街232號,24.236395,120.666811
660001800498,上楓國小(2),臺中市大雅區上楓里,臺中市大雅區上楓里楓林街232號,臺中市大雅區上楓里19鄰楓林街232號,24.236395,120.666811
660001800499,上楓國小(3),臺中市大雅區上楓里,臺中市大雅區上楓里楓林街232號,臺中市大雅區上楓里19鄰楓林街232號,24.236395,120.666811
660001800500,(新)大楓社區活動中心,臺中市大雅區大楓里,臺中市大雅區上楓里雅楓街106號,臺中市大雅區上楓里22鄰雅楓街106號,24.234603,120.666954
660001800501,(新)上楓社區活動中心,臺中市大雅區大楓里,臺中市大雅區上楓里雅楓街108號,臺中市大雅區上楓里22鄰雅楓街108號,24.234652,120.666845
660001800502,(舊)上楓社區活動中心,臺中市大雅區大楓里,臺中市大雅區大楓里德勝路323號,臺中市大雅區大楓里15鄰德勝路315號,24.229368,120.667835
660001800503,中國城景上景大樓大廳,臺中市大雅區雅楓里,臺中市大雅區雅楓里神林南路115巷71號,臺中市大雅區雅楓里9鄰神林南路115巷71號,24.226107,120.655714
660001800504,停四停車場管理室,臺中市大雅區雅楓里,臺中市大雅區雅楓里神林南路146巷7號,臺中市大雅區雅楓里11鄰神林南路146巷7號,24.225799,120.656428
660001800505,麥根小學堂(舊大明分校),臺中市大雅區員林里,臺中市大雅區員林里大林路211巷14號,臺中市大雅區員林里16鄰大林路211巷12之1號,24.241548,120.647835
660001800506,員林社區活動中心(1),臺中市大雅區員林里,臺中市大雅區員林里大林路212巷73之1號,臺中市大雅區員林里14鄰大林路212巷63之2號,24.239016,120.65313
660001800507,員林社區活動中心(2),臺中市大雅區員林里,臺中市大雅區員林里大林路212巷73之1號,臺中市大雅區員林里14鄰大林路212巷63之2號,24.239016,120.65313
660001800508,大明國小(1),臺中市大雅區員林里,臺中市大雅區員林里中清路四段158號,臺中市大雅區員林里22鄰中清路四段146號,24.228162,120.643602
660001800509,大明國小(2),臺中市大雅區員林里,臺中市大雅區員林里中清路四段158號,臺中市大雅區員林里22鄰中清路四段146號,24.228162,120.643602
660001800510,大明國小(3),臺中市大雅區員林里,臺中市大雅區員林里中清路四段158號,臺中市大雅區員林里22鄰中清路四段146號,24.228162,120.643602
660001800511,六寶社區活動中心(和平路),臺中市大雅區六寶里,臺中市大雅區六寶里和平路92之1號,臺中市大雅區六寶里9鄰和平路88號,24.241921,120.632974
660001800512,六寶社區文化活動中心(文化路),臺中市大雅區六寶里,臺中市大雅區六寶里文化路132號,臺中市大雅區六寶里29鄰文化路132號,24.241628,120.624522
660001800513,六寶國小(1),臺中市大雅區六寶里,臺中市大雅區六寶里光復路15之2號,臺中市大雅區六寶里3鄰光復路15之2號,24.23808,120.635481
660001800514,六寶國小(2),臺中市大雅區六寶里,臺中市大雅區六寶里光復路15之2號,臺中市大雅區六寶里3鄰光復路15之2號,24.23808,120.635481
660001800515,(舊)秀山社區活動中心,臺中市大雅區秀山里,臺中市大雅區秀山里平和一路1號,臺中市大雅區秀山里7鄰平和一路3號,24.228483,120.632561
660001800516,陽明國小,臺中市大雅區秀山里,臺中市大雅區秀山里秀山路365號,臺中市大雅區秀山里16鄰秀山路365號,24.221331,120.631951
660001800517,文雅國小(4),臺中市大雅區橫山里,臺中市大雅區文雅里中山北路235號,臺中市大雅區文雅里6鄰中山北路193號,24.218879,120.646721
660001800518,橫山社區活動中心,臺中市大雅區橫山里,臺中市大雅區橫山里振興路228號,臺中市大雅區橫山里5鄰振興路228號,24.210051,120.633182
660001800519,永和宮,臺中市大雅區橫山里,臺中市大雅區橫山里永和路76號,臺中市大雅區橫山里10鄰永和路78之3號,24.210962,120.629783
660001800520,忠義社區活動中心,臺中市大雅區忠義里,臺中市大雅區忠義里仁愛路80號,臺中市大雅區忠義里4鄰仁愛路72號,24.235471,120.622779
660001800521,汝鎏國小,臺中市大雅區忠義里,臺中市大雅區秀山里平和路238號,臺中市大雅區秀山里1鄰平和路238號,24.231124,120.626413
660001901462,新社鎮安宮,臺中市新社區新社里,臺中市新社區新社里中和街4段319號,臺中市新社區新社里12鄰中和街四段317之1號,24.246835,120.808868
660001901463,舊新社戶政事務所,臺中市新社區新社里,臺中市新社區新社里中和街4段207號,臺中市新社區新社里6鄰中和街四段207號,24.244095,120.808574
660001901464,大南國小,臺中市新社區復盛里,臺中市新社區大南里興中街47號,臺中市新社區大南里3鄰興中街47號,24.226849,120.804453
660001901465,新社高中,臺中市新社區復盛里,臺中市新社區復盛里中和街3段國中巷10號,臺中市新社區復盛里8鄰中和街三段國中巷10號,24.236676,120.807251
660001901466,中正社區活動中心,臺中市新社區中正里,臺中市新社區中正里中和街5段33巷35之1號旁,臺中市新社區中正里4鄰中和街五段33巷35之1號,24.253195,120.810809
660001901467,月湖社區活動中心,臺中市新社區月湖里,臺中市新社區月湖里東湖街2段68巷87號,臺中市新社區月湖里6鄰東湖街二段68巷69號,24.233346,120.816301
660001901468,(新)崑南社區活動中心,臺中市新社區崑山里,臺中市新社區崑山里崑南街55之1號,臺中市新社區崑山里7鄰崑南街55之1號,24.24154,120.785671
660001901469,大南社區活動中心,臺中市新社區大南里,臺中市新社區大南里中和街2段388號,臺中市新社區大南里8鄰中和街二段386號,24.23019,120.80021
660001901470,大源宮,臺中市新社區大南里,臺中市新社區大南里中和街2段280巷55號,臺中市新社區大南里16鄰中和街二段280巷55號,24.229378,120.795788
660001901471,馬力埔社區活動中心,臺中市新社區永源里,臺中市新社區永源里中和街1段8號,臺中市新社區永源里6鄰中和街一段2之8號,24.217431,120.791818
660001901472,永源社區活動中心,臺中市新社區永源里,臺中市新社區永源里東山街57號,臺中市新社區永源里16鄰東山街57之1號,24.219938,120.79512
660001901473,水井集會所,臺中市新社區永源里,臺中市新社區永源里水井街175號左邊,臺中市新社區永源里13鄰水井街175號,24.218229,120.772766
660001901474,中興社區活動中心,臺中市新社區中興里,臺中市新社區中興里中興嶺街一段43號,臺中市新社區中興里8鄰中興嶺街一段43號,24.206636,120.789926
660001901475,協成國小,臺中市新社區協成里,臺中市新社區協成里興義街219號,臺中市新社區協成里12鄰興義街219號,24.193834,120.812525
660001901476,三嵙口聯誼活動中心,臺中市新社區協成里,臺中市新社區協成里興隆街86號對面,臺中市新社區協成里22鄰興隆街86號,24.19626,120.806116
660001901477,舊鄉立托兒所東興分班,臺中市新社區東興里,臺中市新社區東興里興社街1段164號,臺中市新社區東興里5鄰興社街一段160號,24.206844,120.821878
660001901478,開臺聖王廟,臺中市新社區慶西里,臺中市新社區慶西里下水底69號,臺中市新社區慶西里8鄰下水底68號,24.210411,120.824013
660001901479,慶西社區活動中心,臺中市新社區慶西里,臺中市新社區慶西里上坪20之1號,臺中市新社區慶西里11鄰上坪26之2號,24.182983,120.821651
660001901480,中和國小,臺中市新社區中和里,臺中市新社區中和里中興街129號,臺中市新社區中和里8鄰中興街121號,24.15219,120.828424
660001901481,福興社區活動中心,臺中市新社區福興里,臺中市新社區福興里美林52之6號,臺中市新社區福興里6鄰美林62之2號,24.155382,120.863678
660001901482,永豐李銀梅倉庫,臺中市新社區福興里,臺中市新社區福興里永豐33號,臺中市新社區福興里14鄰永豐1之2號,24.119971,120.882254
660002001452,石岡國民小學,臺中市石岡區石岡里,臺中市石岡區石岡里石岡街123號,臺中市石岡區石岡里2鄰石岡街123號,24.276058,120.773309
660002001453,萬安活動中心,臺中市石岡區萬安里,臺中市石岡區萬安里石岡街6號1樓,臺中市石岡區萬安里6鄰石岡街6號,24.276013,120.777573
660002001454,九房活動中心,臺中市石岡區九房里,臺中市石岡區九房里豐勢路九房巷124號旁,臺中市石岡區九房里2鄰豐勢路九房巷124號,24.276147,120.781311
660002001455,金星活動中心,臺中市石岡區金星里,臺中市石岡區金星里石岡街下坑巷153號,臺中市石岡區金星里8鄰石岡街下坑巷153號,24.270774,120.773503
660002001456,龍興活動中心,臺中市石岡區龍興里,臺中市石岡區龍興里萬仙街3號,臺中市石岡區龍興里2鄰萬仙街3號,24.256998,120.789787
660002001457,萬興活動中心,臺中市石岡區萬興里,臺中市石岡區萬興里萬墩街105號,臺中市石岡區萬興里8鄰萬墩街105號,24.275052,120.790349
660002001458,梅子永興福德祠,臺中市石岡區梅子里,臺中市石岡區梅子里豐勢路梅子巷37弄49號旁,臺中市石岡區梅子里13鄰豐勢路梅子巷37弄49號,24.272462,120.798929
660002001459,土牛活動中心,臺中市石岡區土牛里,臺中市石岡區土牛里豐勢路德成巷1之6號,臺中市石岡區土牛里4鄰豐勢路德成巷1之6號,24.265827,120.809482
660002001460,石岡區老人福利服務中心,臺中市石岡區德興里,臺中市石岡區德興里豐勢路134號,臺中市石岡區德興里8鄰豐勢路132號,24.262417,120.813119
660002001461,和盛活動中心,臺中市石岡區和盛里,臺中市石岡區和盛里和盛街9號2樓,臺中市石岡區和盛里8鄰和盛街1之1號,24.258898,120.814654
660002100071,永豐里活動中心,臺中市外埔區永豐里,臺中市外埔區永豐里六分路90號,臺中市外埔區永豐里7鄰六分路90號,24.331623,120.678813
660002100072,外埔台福基督教會,臺中市外埔區六分里,臺中市外埔區六分里外埔路775號,臺中市外埔區六分里4鄰外埔路775號,24.332928,120.656497
660002100073,六分社區活動中心,臺中市外埔區六分里,臺中市外埔區六分里六分路中興巷17號,臺中市外埔區六分里5鄰六分路中興巷17號,24.32819,120.664133
660002100074,外埔國小,臺中市外埔區大同里,臺中市外埔區大同里甲后路436號,臺中市外埔區大同里3鄰甲后路436號,24.332564,120.653497
660002100075,外埔區農民研習中心,臺中市外埔區大同里,臺中市外埔區大同里甲后路497號,臺中市外埔區大同里3鄰甲后路497號,24.332651,120.651157
660002100076,外埔區老人文康中心,臺中市外埔區大同里,臺中市外埔區大同里甲后路499號,臺中市外埔區大同里3鄰甲后路499號,24.332386,120.651038
660002100077,大東社區活動中心,臺中市外埔區大東里,臺中市外埔區大東里大馬路373號,臺中市外埔區大東里8鄰大馬路373號,24.340696,120.642862
660002100078,外埔區公墓管理中心,臺中市外埔區大東里,臺中市外埔區大東里甲后路665號,臺中市外埔區大東里10鄰甲后路665號,24.341273,120.639213
660002100079,徐陳桂花宅(倉庫),臺中市外埔區大東里,臺中市外埔區大東里甲后路新城4巷35號,臺中市外埔區大東里12鄰甲后路新城六巷35號,24.343573,120.639217
660002100080,陳秀順宅(倉庫),臺中市外埔區大東里,臺中市外埔區大東里甲后路886號,臺中市外埔區大東里22鄰甲后路886號,24.344642,120.634827
660002100081,三崁社區活動中心,臺中市外埔區三崁里,臺中市外埔區三崁里五穀路19號,臺中市外埔區三崁里7鄰五穀路19號,24.319003,120.652989
660002100082,水美社區活動中心,臺中市外埔區水美里,臺中市外埔區水美里水美路129號,臺中市外埔區水美里6鄰水美路127號,24.332645,120.632487
660002100083,水美國小(1),臺中市外埔區水美里,臺中市外埔區水美里二崁路390巷63號,臺中市外埔區水美里15鄰二崁路390巷63號,24.32624,120.636444
660002100084,水美國小(2),臺中市外埔區水美里,臺中市外埔區水美里二崁路390巷63號,臺中市外埔區水美里15鄰二崁路390巷63號,24.32624,120.636444
660002100085,鐵山國小(1),臺中市外埔區鐵山里,臺中市外埔區鐵山里長生路576號,臺中市外埔區鐵山里11鄰長生路576號,24.349044,120.656426
660002100086,鐵山國小(2),臺中市外埔區鐵山里,臺中市外埔區鐵山里長生路576號,臺中市外埔區鐵山里11鄰長生路576號,24.349044,120.656426
660002100087,中山里活動中心,臺中市外埔區中山里,臺中市外埔區中山里大馬路196號,臺中市外埔區中山里4鄰大馬路196號,24.339776,120.660331
660002100088,馬鳴社區活動中心,臺中市外埔區馬鳴里,臺中市外埔區馬鳴里大馬路2號,臺中市外埔區馬鳴里11鄰大馬路2號,24.341655,120.666883
660002100089,土城社區活動中心,臺中市外埔區土城里,臺中市外埔區土城里土城路118號,臺中市外埔區土城里11鄰土城路118號,24.345316,120.703854
660002100090,廍子社區活動中心,臺中市外埔區廍子里,臺中市外埔區廍子里土城路346號,臺中市外埔區廍子里5鄰土城路346號,24.345064,120.685598
660002200055,南埔社區活動中心,臺中市大安區南埔里,臺中市大安區南埔里南廟路53號,臺中市大安區南埔里7鄰南廟路41號,24.341151,120.566258
660002200056,南庄社區活動中心,臺中市大安區南庄里,臺中市大安區南庄里南海路24號,臺中市大安區南庄里7鄰南海路24號,24.349488,120.575911
660002200057,大安國小體育館(1),臺中市大安區中庄里,臺中市大安區中庄里中山南路296號,臺中市大安區中庄里12鄰中山南路296號,24.345087,120.588186
660002200058,大安國小體育館(2),臺中市大安區中庄里,臺中市大安區中庄里中山南路296號,臺中市大安區中庄里12鄰中山南路296號,24.345087,120.588186
660002200059,東安社區活動中心,臺中市大安區東安里,臺中市大安區東安里福東一路95號,臺中市大安區東安里4鄰福東一路95號,24.336552,120.590468
660002200060,福興社區活動中心,臺中市大安區福興里,臺中市大安區福興里興安路212號,臺中市大安區福興里4鄰興安路212號,24.346237,120.598856
660002200061,龜社區溪洲活動中心,臺中市大安區龜里,臺中市大安區龜里溪洲路70號,臺中市大安區龜(壳)里4鄰溪洲路70號,24.36221,120.595006
660002200062,龜社區新活動中心,臺中市大安區龜里,臺中市大安區龜里中山南路603號,臺中市大安區龜(壳)里11鄰中山南路603號,24.361505,120.586044
660002200063,頂安社區活動中心,臺中市大安區頂安里,臺中市大安區頂安里東西一路70巷36號,臺中市大安區頂安里6鄰東西一路70巷36號,24.394628,120.601315
660002200064,永安社區活動中心,臺中市大安區永安里,臺中市大安區永安里東西三路263號,臺中市大安區永安里5鄰東西三路263號,24.385912,120.601506
660002200065,臺中區漁會大安辦事處,臺中市大安區永安里,臺中市大安區永安里五甲南路121號,臺中市大安區永安里10鄰五甲南路121號,24.389808,120.589284
660002200066,福德社區活動中心,臺中市大安區福住里,臺中市大安區福住里東西五路二段120號,臺中市大安區福住里3鄰東西五路二段120號,24.37926,120.606267
660002200067,海墘國小活動中心,臺中市大安區海墘里,臺中市大安區海墘里大安港路1100號,臺中市大安區海墘里1鄰大安港路1100號,24.379209,120.589015
660002200068,楊柳社區活動中心,臺中市大安區西安里,臺中市大安區西安里東西七路二段105巷36號,臺中市大安區西安里3鄰東西七路二段105巷36號,24.372675,120.604098
660002200069,西安社區活動中心,臺中市大安區西安里,臺中市大安區西安里南北八路52號,臺中市大安區西安里6鄰南北八路52號,24.370644,120.594949
660002200070,松雅社區活動中心,臺中市大安區松雅里,臺中市大安區松雅里松一街1號,臺中市大安區松雅里6鄰松一街1號,24.361389,120.603673
660002300312,烏日國小(1),臺中市烏日區烏日里,臺中市烏日區烏日里中山路2段196號,臺中市烏日區烏日里39鄰中山路二段196號,24.106619,120.623799
660002300313,烏日國小(2),臺中市烏日區烏日里,臺中市烏日區烏日里中山路2段196號,臺中市烏日區烏日里39鄰中山路二段196號,24.106619,120.623799
660002300314,烏日國小(3),臺中市烏日區烏日里,臺中市烏日區烏日里中山路2段196號〈請由平等路後門進入〉,臺中市烏日區烏日里39鄰中山路二段196號,24.106619,120.623799
660002300315,烏日國小(4),臺中市烏日區烏日里,臺中市烏日區烏日里中山路2段196號〈請由平等路後門進入〉,臺中市烏日區烏日里39鄰中山路二段196號,24.106619,120.623799
660002300316,烏日社區活動中心,臺中市烏日區烏日里,臺中市烏日區烏日里光日路228號,臺中市烏日區烏日里42鄰光日路228號,24.107534,120.625689
660002300317,湖日社區活動中心,臺中市烏日區湖日里,臺中市烏日區湖日里公園路736巷102號,臺中市烏日區湖日里7鄰公園路736巷102號,24.10399,120.619716
660002300318,烏日國中,臺中市烏日區湖日里,臺中市烏日區湖日里新興路457號,臺中市烏日區湖日里8鄰新興路457號,24.104663,120.617355
660002300319,朝天宮,臺中市烏日區三和里,臺中市烏日區三和里中山路3段青仔巷124號,臺中市烏日區三和里9鄰中山路三段青仔巷72號,24.106917,120.606944
660002300320,三和社區活動中心,臺中市烏日區三和里,臺中市烏日區三和里中山路3段403巷6弄33號,臺中市烏日區三和里12鄰中山路三段403巷6弄6號,24.108494,120.604738
660002300321,成功社區活動中心,臺中市烏日區三和里,臺中市烏日區三和里學田路便行巷270之12號,臺中市烏日區三和里17鄰學田路便行巷270之13號,24.11645,120.604502
660002300322,榮泉社區活動中心,臺中市烏日區榮泉里,臺中市烏日區榮泉里榮泉路39巷78號,臺中市烏日區榮泉里4鄰榮泉路39巷78號,24.109467,120.592582
660002300323,旭光國小,臺中市烏日區榮泉里,臺中市烏日區榮泉里成功西路13號,臺中市烏日區榮泉里18鄰成功西路9號,24.114549,120.598501
660002300324,學田社區老人活動中心,臺中市烏日區學田里,臺中市烏日區學田里學田路537巷20號,臺中市烏日區學田里4鄰學田路537巷20號,24.122499,120.605958
660002300325,學田社區活動中心(舊),臺中市烏日區學田里,臺中市烏日區學田里學田路537巷20號,臺中市烏日區學田里4鄰學田路537巷20號,24.122499,120.605958
660002300326,九德國小(1),臺中市烏日區九德里,臺中市烏日區九德里長春街300號,臺中市烏日區九德里11鄰長春街300號,24.109954,120.638168
660002300327,九德國小(2),臺中市烏日區九德里,臺中市烏日區九德里長春街300號,臺中市烏日區九德里11鄰長春街300號,24.109954,120.638168
660002300328,九德國小(3),臺中市烏日區九德里,臺中市烏日區九德里長春街300號,臺中市烏日區九德里11鄰長春街300號,24.109954,120.638168
